    Trial_No     F_Thresh   Pain_Sound          Amp        Pitch       Choice
           1            5            3      0.33333          1.3            1
           2            5            3     0.037037          0.7            1
           3            5            3     0.037037          1.1            1
           4            5            3      0.33333          1.3            1
           5            5            3     0.037037          0.7            0
           6            5            3      0.11111          0.7            0
           7            5            3     0.037037          1.1            0
           8            5            3            1          1.3            0
           9            5            3            1          0.9            0
          10            5            3      0.11111          1.3            0
          11           10            2      0.11111          1.1            1
          12           10            2     0.037037          1.1            0
          13           10            2            1          1.1            n
          14           10            2      0.33333          0.7            1
          15           10            2      0.33333          0.7            1
          16           10            2      0.11111          0.7            1
          17           10            2      0.11111          0.7            0
          18           10            2     0.037037          0.9            0
          19           10            2      0.11111          0.9            0
          20           10            2            1          0.9            1
          21           15            3     0.037037          0.7            0
          22           15            3      0.33333          0.7            1
          23           15            3     0.037037          1.1            0
          24           15            3            1          1.1            1
          25           15            3      0.11111          1.1            1
          26           15            3     0.037037          1.3            1
          27           15            3            1          1.3            1
          28           15            3      0.11111          1.3            1
          29           15            3      0.33333          1.1            1
          30           15            3      0.11111          1.3            1
          31           10            1      0.33333          1.3            1
          32           10            1      0.11111          0.9            1
          33           10            1      0.11111          1.1            0
          34           10            1      0.11111          0.7            0
          35           10            1      0.11111          1.3            1
          36           10            1      0.33333          1.3            1
          37           10            1     0.037037          0.9            0
          38           10            1     0.037037          0.9            0
          39           10            1            1          0.9            1
          40           10            1     0.037037          0.7            0
          41           10            3     0.037037          0.7            1
          42           10            3      0.11111          0.7            1
          43           10            3      0.33333          0.9            1
          44           10            3     0.037037          0.9            1
          45           10            3            1          0.7            1
          46           10            3            1          0.9            1
          47           10            3      0.33333          0.7            0
          48           10            3      0.11111          0.7            1
          49           10            3            1          0.7            0
          50           10            3            1          1.1            1
          51           15            2      0.33333          1.3            0
          52           15            2            1          1.1            1
          53           15            2            1          1.3            1
          54           15            2            1          1.3            1
          55           15            2            1          1.3            1
          56           15            2      0.33333          1.3            1
          57           15            2            1          1.1            1
          58           15            2     0.037037          0.7            1
          59           15            2      0.11111          1.1            1
          60           15            2     0.037037          1.3            1
          61           20            2      0.33333          0.9            1
          62           20            2     0.037037          0.9            1
          63           20            2      0.33333          0.7            1
          64           20            2      0.11111          1.1            1
          65           20            2      0.33333          1.3            1
          66           20            2      0.11111          0.9            1
          67           20            2      0.33333          0.7            n
          68           20            2      0.11111          0.9            1
          69           20            2     0.037037          1.3            1
          70           20            2     0.037037          1.1            0
          71            5            2      0.11111          0.9            1
          72            5            2            1          0.7            1
          73            5            2     0.037037          0.7            0
          74            5            2      0.33333          1.1            1
          75            5            2     0.037037          0.9            1
          76            5            2     0.037037          1.1            1
          77            5            2      0.11111          1.1            1
          78            5            2     0.037037          0.9            1
          79            5            2      0.33333          1.3            1
          80            5            2      0.11111          1.3            1
          81           20            1            1          1.1            1
          82           20            1     0.037037          0.7            1
          83           20            1      0.33333          1.3            1
          84           20            1      0.11111          0.7            1
          85           20            1     0.037037          1.1            1
          86           20            1      0.11111          1.1            1
          87           20            1      0.33333          1.1            1
          88           20            1            1          1.1            1
          89           20            1      0.11111          0.7            0
          90           20            1      0.33333          0.9            1
          91           15            1     0.037037          0.7            0
          92           15            1      0.11111          0.7            1
          93           15            1      0.33333          0.7            1
          94           15            1      0.33333          0.7            1
          95           15            1     0.037037          1.3            1
          96           15            1      0.11111          0.9            1
          97           15            1            1          1.1            1
          98           15            1      0.11111          1.3            1
          99           15            1      0.11111          0.9            1
         100           15            1      0.11111          1.1            n
         101            5            1      0.11111          0.9            0
         102            5            1     0.037037          1.1            1
         103            5            1      0.11111          1.3            0
         104            5            1     0.037037          0.7            1
         105            5            1      0.33333          0.9            1
         106            5            1            1          0.9            1
         107            5            1      0.33333          1.3            0
         108            5            1      0.33333          0.7            1
         109            5            1      0.33333          0.9            1
         110            5            1      0.33333          1.1            1
         111           20            3      0.11111          0.9            1
         112           20            3      0.11111          0.7            1
         113           20            3      0.33333          1.3            1
         114           20            3            1          0.7            1
         115           20            3      0.11111          0.9            1
         116           20            3      0.33333          0.9            1
         117           20            3      0.33333          0.7            1
         118           20            3     0.037037          1.1            1
         119           20            3     0.037037          1.1            1
         120           20            3      0.33333          0.9            1
