    Trial_No     F_Thresh   Pain_Sound          Amp        Pitch       Choice
           1           10            2      0.11111          1.1            0
           2           10            2      0.11111          1.3            1
           3           10            2     0.037037          0.7            1
           4           10            2            1          0.9            0
           5           10            2      0.33333          1.3            1
           6           10            2            1          0.7            0
           7           10            2            1          0.9            1
           8           10            2     0.037037          0.9            0
           9           10            2      0.33333          0.7            1
          10           10            2      0.33333          1.3            0
          11           15            1            1          1.1            1
          12           15            1     0.037037          0.9            0
          13           15            1      0.33333          1.1            1
          14           15            1     0.037037          0.7            0
          15           15            1     0.037037          0.7            0
          16           15            1      0.11111          0.7            0
          17           15            1     0.037037          0.7            1
          18           15            1      0.33333          1.3            1
          19           15            1      0.33333          0.9            1
          20           15            1      0.11111          1.3            0
          21            5            1      0.33333          1.1            1
          22            5            1      0.11111          1.1            0
          23            5            1      0.11111          0.7            1
          24            5            1      0.33333          0.9            1
          25            5            1            1          0.9            1
          26            5            1      0.33333          0.9            1
          27            5            1      0.33333          0.9            1
          28            5            1      0.33333          1.1            1
          29            5            1     0.037037          1.1            0
          30            5            1      0.11111          1.3            0
          31           15            2            1          0.9            0
          32           15            2      0.11111          1.3            1
          33           15            2      0.11111          0.9            0
          34           15            2      0.11111          1.1            0
          35           15            2      0.33333          0.7            1
          36           15            2     0.037037          1.1            0
          37           15            2     0.037037          1.1            0
          38           15            2     0.037037          1.3            n
          39           15            2      0.11111          0.7            1
          40           15            2            1          0.9            0
          41           20            1            1          1.1            1
          42           20            1      0.33333          0.7            1
          43           20            1      0.33333          1.3            1
          44           20            1      0.33333          1.1            0
          45           20            1      0.11111          0.7            1
          46           20            1      0.33333          0.9            1
          47           20            1      0.11111          1.1            0
          48           20            1      0.11111          1.1            1
          49           20            1     0.037037          0.7            0
          50           20            1      0.11111          0.7            1
          51           10            1            1          0.9            0
          52           10            1      0.33333          1.3            0
          53           10            1      0.11111          0.7            1
          54           10            1      0.33333          0.7            0
          55           10            1     0.037037          0.7            0
          56           10            1      0.11111          0.9            0
          57           10            1     0.037037          0.7            0
          58           10            1     0.037037          1.1            0
          59           10            1      0.33333          0.7            1
          60           10            1            1          1.1            1
          61           15            3      0.11111          0.7            n
          62           15            3      0.11111          1.1            n
          63           15            3            1          1.3            1
          64           15            3      0.11111          0.9            1
          65           15            3      0.11111          0.9            0
          66           15            3      0.33333          0.9            1
          67           15            3     0.037037          1.3            0
          68           15            3            1          0.7            0
          69           15            3     0.037037          1.3            0
          70           15            3            1          0.7            0
          71            5            3            1          0.9            1
          72            5            3      0.11111          0.9            1
          73            5            3            1          0.7            0
          74            5            3            1          1.3            1
          75            5            3     0.037037          0.7            0
          76            5            3      0.11111          0.9            0
          77            5            3      0.33333          1.1            1
          78            5            3      0.33333          1.3            1
          79            5            3      0.33333          0.9            1
          80            5            3     0.037037          0.9            0
          81           20            3      0.11111          1.3            0
          82           20            3            1          1.3            0
          83           20            3      0.11111          1.1            1
          84           20            3            1          1.3            1
          85           20            3            1          0.7            1
          86           20            3      0.33333          0.9            1
          87           20            3      0.33333          0.9            0
          88           20            3     0.037037          1.3            0
          89           20            3      0.11111          1.3            0
          90           20            3     0.037037          0.9            1
          91            5            2     0.037037          0.7            1
          92            5            2      0.33333          1.1            0
          93            5            2            1          0.7            1
          94            5            2     0.037037          1.1            0
          95            5            2     0.037037          0.9            1
          96            5            2      0.11111          0.9            1
          97            5            2      0.33333          0.9            1
          98            5            2      0.33333          0.9            0
          99            5            2            1          1.1            1
         100            5            2      0.33333          1.3            0
         101           10            3      0.11111          0.9            1
         102           10            3      0.33333          0.9            1
         103           10            3      0.11111          0.9            0
         104           10            3      0.11111          0.9            1
         105           10            3            1          1.1            1
         106           10            3            1          0.7            1
         107           10            3      0.11111          0.9            0
         108           10            3     0.037037          1.3            0
         109           10            3      0.11111          1.1            1
         110           10            3            1          0.9            0
         111           20            2      0.11111          0.7            0
         112           20            2      0.11111          0.9            1
         113           20            2      0.33333          1.1            1
         114           20            2      0.11111          0.9            1
         115           20            2     0.037037          1.3            0
         116           20            2      0.33333          0.9            1
         117           20            2     0.037037          1.1            0
         118           20            2     0.037037          1.1            0
         119           20            2            1          1.3            1
         120           20            2            1          0.7            0
