    Trial_No     F_Thresh   Pain_Sound          Amp        Pitch       Choice
           1           10            2      0.33333          0.7            1
           2           10            2      0.33333          1.3            0
           3           10            2            1          0.7            n
           4           10            2      0.33333          1.3            0
           5           10            2            1          1.1            n
           6           10            2      0.11111          0.9            0
           7           10            2      0.11111          1.3            1
           8           10            2     0.037037          0.7            n
           9           10            2     0.037037          1.1            0
          10           10            2            1          1.3            1
          11           15            1      0.11111          1.3            1
          12           15            1      0.33333          0.7            1
          13           15            1      0.33333          0.7            n
          14           15            1      0.11111          0.9            0
          15           15            1     0.037037          1.1            n
          16           15            1     0.037037          0.9            n
          17           15            1      0.11111          0.9            n
          18           15            1      0.33333          1.1            1
          19           15            1     0.037037          1.3            n
          20           15            1      0.33333          0.7            n
          21            5            1            1          1.1            n
          22            5            1            1          0.7            n
          23            5            1     0.037037          0.7            n
          24            5            1      0.11111          0.9            1
          25            5            1            1          1.1            n
          26            5            1     0.037037          1.3            0
          27            5            1      0.33333          1.1            1
          28            5            1      0.33333          0.7            0
          29            5            1      0.11111          0.7            0
          30            5            1            1          1.1            n
          31           15            2      0.33333          1.3            n
          32           15            2      0.11111          1.1            1
          33           15            2     0.037037          0.9            0
          34           15            2      0.11111          0.7            1
          35           15            2     0.037037          1.3            0
          36           15            2      0.11111          0.9            0
          37           15            2      0.11111          0.7            1
          38           15            2      0.33333          0.9            1
          39           15            2            1          1.1            1
          40           15            2      0.11111          1.3            n
          41           20            1      0.33333          1.1            1
          42           20            1            1          0.7            n
          43           20            1            1          1.3            n
          44           20            1     0.037037          0.7            0
          45           20            1            1          0.7            1
          46           20            1            1          1.3            1
          47           20            1            1          1.1            1
          48           20            1     0.037037          1.1            0
          49           20            1      0.33333          1.3            1
          50           20            1      0.11111          1.1            1
          51           10            1     0.037037          0.9            1
          52           10            1      0.11111          1.3            0
          53           10            1            1          0.7            1
          54           10            1      0.11111          1.3            0
          55           10            1     0.037037          1.1            0
          56           10            1     0.037037          1.1            0
          57           10            1      0.11111          0.9            0
          58           10            1      0.33333          0.7            0
          59           10            1     0.037037          1.3            0
          60           10            1            1          0.9            1
          61           15            3            1          1.1            1
          62           15            3     0.037037          1.1            0
          63           15            3      0.33333          1.1            1
          64           15            3            1          0.7            0
          65           15            3      0.33333          0.9            1
          66           15            3      0.11111          0.9            0
          67           15            3      0.33333          1.3            1
          68           15            3            1          0.7            0
          69           15            3      0.33333          1.1            1
          70           15            3      0.33333          1.1            1
          71            5            3            1          1.3            1
          72            5            3     0.037037          0.9            0
          73            5            3            1          1.3            1
          74            5            3            1          0.7            0
          75            5            3     0.037037          0.7            0
          76            5            3      0.33333          1.1            1
          77            5            3      0.11111          0.7            1
          78            5            3      0.11111          1.3            1
          79            5            3     0.037037          0.7            0
          80            5            3      0.11111          1.1            1
          81           20            3            1          1.3            0
          82           20            3      0.11111          0.7            1
          83           20            3      0.11111          1.3            1
          84           20            3     0.037037          1.1            0
          85           20            3     0.037037          1.1            0
          86           20            3     0.037037          1.1            0
          87           20            3      0.33333          0.7            1
          88           20            3      0.11111          0.9            1
          89           20            3            1          1.3            1
          90           20            3     0.037037          1.1            1
          91            5            2     0.037037          1.1            0
          92            5            2            1          1.1            1
          93            5            2            1          1.3            n
          94            5            2      0.33333          1.1            1
          95            5            2      0.11111          0.7            0
          96            5            2      0.33333          0.7            1
          97            5            2            1          0.7            1
          98            5            2            1          1.3            1
          99            5            2            1          1.1            1
         100            5            2      0.33333          0.9            0
         101           10            3      0.33333          1.1            0
         102           10            3      0.11111          0.7            1
         103           10            3            1          1.1            0
         104           10            3     0.037037          0.7            0
         105           10            3      0.33333          0.7            1
         106           10            3     0.037037          1.3            0
         107           10            3      0.33333          0.7            1
         108           10            3      0.33333          1.1            1
         109           10            3      0.33333          0.9            1
         110           10            3      0.11111          1.3            0
         111           20            2      0.33333          1.1            1
         112           20            2      0.33333          0.7            1
         113           20            2      0.11111          0.9            0
         114           20            2      0.33333          0.9            0
         115           20            2      0.33333          1.3            1
         116           20            2      0.11111          0.9            0
         117           20            2     0.037037          1.1            0
         118           20            2            1          1.1            1
         119           20            2            1          1.3            1
         120           20            2      0.11111          1.1            0
