    Trial_No     F_Thresh   Pain_Sound          Amp        Pitch       Choice
           1            5            3      0.33333          1.1            1
           2            5            3      0.33333          1.3            n
           3            5            3     0.037037          1.3            1
           4            5            3      0.11111          1.1            1
           5            5            3            1          0.9            0
           6            5            3            1          0.9            n
           7            5            3      0.11111          0.9            n
           8            5            3     0.037037          0.9            1
           9            5            3     0.037037          1.1            1
          10            5            3      0.33333          0.9            1
          11           10            2            1          0.7            0
          12           10            2            1          0.7            1
          13           10            2      0.11111          0.9            1
          14           10            2     0.037037          1.3            1
          15           10            2            1          0.7            0
          16           10            2      0.33333          0.9            0
          17           10            2      0.33333          0.7            n
          18           10            2            1          1.1            0
          19           10            2      0.11111          1.1            1
          20           10            2            1          0.9            0
          21           15            3      0.11111          0.9            1
          22           15            3            1          1.3            n
          23           15            3            1          1.1            n
          24           15            3            1          0.9            0
          25           15            3     0.037037          0.9            n
          26           15            3      0.33333          1.1            1
          27           15            3      0.33333          0.7            n
          28           15            3     0.037037          1.1            n
          29           15            3      0.33333          1.3            n
          30           15            3     0.037037          0.7            1
          31           10            1      0.33333          1.1            1
          32           10            1      0.11111          0.7            n
          33           10            1      0.11111          0.7            1
          34           10            1     0.037037          1.3            n
          35           10            1      0.11111          1.3            n
          36           10            1            1          0.7            0
          37           10            1      0.11111          0.7            n
          38           10            1      0.33333          0.7            n
          39           10            1      0.33333          0.7            n
          40           10            1      0.33333          1.3            1
          41           10            3      0.33333          0.7            0
          42           10            3      0.11111          1.3            n
          43           10            3            1          0.7            0
          44           10            3     0.037037          0.7            0
          45           10            3      0.11111          1.3            1
          46           10            3      0.11111          0.9            1
          47           10            3      0.33333          1.1            n
          48           10            3     0.037037          0.7            1
          49           10            3      0.11111          1.3            n
          50           10            3     0.037037          0.9            n
          51           15            2     0.037037          1.3            1
          52           15            2            1          0.9            n
          53           15            2      0.11111          1.3            n
          54           15            2     0.037037          0.9            1
          55           15            2      0.33333          1.3            n
          56           15            2      0.33333          0.9            1
          57           15            2      0.33333          0.9            n
          58           15            2     0.037037          1.1            n
          59           15            2            1          0.7            1
          60           15            2            1          1.3            1
          61           20            2     0.037037          1.3            1
          62           20            2     0.037037          0.9            n
          63           20            2      0.33333          0.9            n
          64           20            2      0.33333          1.1            1
          65           20            2            1          1.3            0
          66           20            2      0.33333          1.3            1
          67           20            2      0.11111          0.7            n
          68           20            2            1          1.1            1
          69           20            2            1          0.9            0
          70           20            2      0.33333          0.7            n
          71            5            2      0.33333          0.9            n
          72            5            2      0.11111          0.9            1
          73            5            2      0.33333          0.7            n
          74            5            2            1          0.9            1
          75            5            2            1          0.7            0
          76            5            2     0.037037          1.1            n
          77            5            2     0.037037          0.9            1
          78            5            2      0.33333          0.7            1
          79            5            2            1          0.7            0
          80            5            2      0.11111          0.7            n
          81           20            1      0.33333          0.9            1
          82           20            1      0.33333          1.3            0
          83           20            1      0.33333          1.1            0
          84           20            1      0.33333          1.3            1
          85           20            1            1          1.3            0
          86           20            1            1          0.9            1
          87           20            1            1          1.3            n
          88           20            1      0.33333          1.1            n
          89           20            1      0.33333          0.7            n
          90           20            1     0.037037          1.1            n
          91           15            1            1          1.3            0
          92           15            1      0.33333          1.1            0
          93           15            1            1          1.1            1
          94           15            1      0.11111          1.3            0
          95           15            1      0.11111          0.9            1
          96           15            1     0.037037          0.9            n
          97           15            1      0.33333          1.1            n
          98           15            1     0.037037          1.1            n
          99           15            1      0.11111          1.3            1
         100           15            1      0.11111          1.1            1
         101            5            1      0.11111          0.7            1
         102            5            1      0.33333          0.9            1
         103            5            1     0.037037          1.1            0
         104            5            1            1          1.1            n
         105            5            1     0.037037          0.7            0
         106            5            1      0.11111          0.7            0
         107            5            1     0.037037          0.7            0
         108            5            1      0.11111          0.9            0
         109            5            1      0.11111          0.7            1
         110            5            1            1          0.9            0
         111           20            3            1          0.7            n
         112           20            3      0.11111          1.1            1
         113           20            3     0.037037          0.7            1
         114           20            3      0.11111          0.9            1
         115           20            3      0.33333          1.3            1
         116           20            3      0.33333          0.7            1
         117           20            3     0.037037          0.7            0
         118           20            3     0.037037          0.7            1
         119           20            3      0.33333          1.1            1
         120           20            3      0.11111          0.7            n
